Participant,Sensor,Task,Area,Jerk X,Jerk Y,Jerk Z,RMS Acceleration,RMS Angular Velocity,Ellipse Area,Box Area,Total Pathway Length,volume,Mean Acceleration X,Mean Acceleration Y,Mean Acceleration Z
participant10,lowerback,task10.csv,10463427.95697271,6.781630600689166e-08,4.1744850774024555e-07,-8.988072935472263e-08,1.8772189916614592,1.2076559626976586,1.2071486718406417,8.670650170294001,10445.409859434709,6.2135816927891945,2.7431137917808224,-0.683571698630137,-9.435726041095892
participant10,torso,task10.csv,3673587.952585303,8.667378442535524e-07,-6.814560164895367e-07,-7.899943586807856e-08,0.6711887830175927,1.4400594790330197,0.5027951365074951,11.937207132036,3272.7139830059955,3.904174579363081,3.135020420365536,1.0417266605744129,-9.276741506527417
participant11,lowerback,task10.csv,3676923.016991741,4.489633348872404e-07,-7.969021227498864e-07,-7.6919251115382e-08,0.995292941293166,1.4469241018638548,1.056250774042198,15.443720399999998,2712.3366450165868,10.753864424370745,0.7880352508196723,0.6392961967213115,-9.745741324590163
participant11,torso,task10.csv,5161004.968250752,1.1361497856825968e-06,-3.752044738152473e-07,-5.43401461088767e-08,1.0607944540733236,1.965766521405503,0.8504664062731914,24.93369751971,3661.254499354459,51.74381273762109,2.1751791430536453,0.9555442077028884,-9.561016209078405
participant12,head,task10.csv,16994450.36711082,-2.871474359530037e-07,4.3414446288840805e-07,4.999989965563964e-08,2.377589853627775,1.732735548667688,6.4337408465971615,44.02407104464,21290.02299460813,23.257060136659767,0.0240271585858584,1.5729784040404038,-9.666066303030304
participant12,lowerback,task10.csv,9717508.078417623,2.4655193726808453e-07,-7.64850081764445e-08,-2.790474954081358e-09,1.322428972332104,0.9163635400686708,0.8215081557768223,10.6803843786,23892.69632800728,7.001864528806507,1.762801918003565,0.6615706773618539,-9.592408567736186
participant12,torso,task10.csv,13239739.112227514,3.346705852884333e-07,-3.058848319842909e-07,-1.221010175095354e-08,0.8357249716640611,0.77424186621842,0.5179149311051133,25.324495885904003,118543.38855714242,6.348068744990617,4.745435786708576,0.8984389420745397,-8.705108348899866
participant14,head,task10.csv,25323849.346559294,7.162318301968767e-08,1.4237920516125205e-07,6.61608365659974e-08,2.068588396322697,1.0618561108991864,0.7504510826800251,15.1285,108432.2151210631,10.422615296400782,0.4480102764277036,0.3360868712029161,-9.991982916160389
participant14,lowerback,task10.csv,10298316.31574088,1.5433906909031436e-07,8.213733476111577e-08,-1.2549750534280864e-07,1.9148896771049144,1.2070157546391072,2.705444212763315,27.108112936068004,3298.652191161388,40.722212943920844,3.701959241192412,-0.8459937696476965,-9.03817861788618
participant14,torso,task10.csv,6264655.943307023,4.586764355331177e-07,-2.504143735114046e-07,-3.3808241473274387e-08,1.3124582639088982,1.6236137975713107,1.6418770316829563,30.48366197217,8437.94485726284,21.39991255771989,1.8881495847953216,1.4453793450292398,-9.52037710877193
participant15,lowerback,task10.csv,6274188.5213514455,-1.282789171723371e-07,-1.9328573606939396e-07,-9.57717868358327e-08,1.0443336328710249,1.1571342355101455,0.9732222931054656,8.1549038464,9213.77661554369,6.682620707680851,3.2614618333333336,0.7342251851851853,-9.283788287037035
